edge_id,from_node,to_node,mode,layer,base_time_hours,base_cost_yuan_per_two,base_risk,source_id,distance_km,seasonal_sensitive,daily_departures,schedule_wait_hours,schedule_id,model_option_role,quality_flag,local_shuttle_raw_cost_yuan_per_two,local_shuttle_cost_floor_yuan_per_two,cost_floor_applied,amap_edge_type,od_quality_note
AM0950,SPOT::P012,SPOT::P021,self_drive,road,8.282,399.69,0.322,AMAP_DISTANCE_API,726.71,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0951,SPOT::P013,SPOT::P021,self_drive,road,8.852,421.1,0.33,AMAP_DISTANCE_API,765.64,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0952,SPOT::P014,SPOT::P021,self_drive,road,11.423,598.45,0.33,AMAP_DISTANCE_API,1088.095,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0953,SPOT::P015,SPOT::P021,self_drive,road,17.555,675.62,0.33,AMAP_DISTANCE_API,1228.406,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0954,SPOT::P016,SPOT::P021,self_drive,road,16.863,713.56,0.33,AMAP_DISTANCE_API,1297.38,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0955,SPOT::P017,SPOT::P021,self_drive,road,10.853,579.36,0.33,AMAP_DISTANCE_API,1053.373,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0956,SPOT::P018,SPOT::P021,self_drive,road,7.704,268.75,0.203,AMAP_DISTANCE_API,488.645,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0957,SPOT::P019,SPOT::P021,self_drive,road,7.189,259.44,0.197,AMAP_DISTANCE_API,471.709,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0958,SPOT::P020,SPOT::P021,self_drive,road,7.05,252.76,0.193,AMAP_DISTANCE_API,459.556,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0959,SPOT::P022,SPOT::P021,self_drive,road,4.972,187.05,0.153,AMAP_DISTANCE_API,340.099,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0960,SPOT::P023,SPOT::P021,self_drive,road,5.36,263.32,0.2,AMAP_DISTANCE_API,478.765,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0961,SPOT::P024,SPOT::P021,self_drive,road,19.651,1014.57,0.33,AMAP_DISTANCE_API,1844.679,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0962,SPOT::P025,SPOT::P021,self_drive,road,19.624,1014.23,0.33,AMAP_DISTANCE_API,1844.059,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0963,SPOT::P026,SPOT::P021,self_drive,road,19.512,1013.92,0.33,AMAP_DISTANCE_API,1843.495,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0964,SPOT::P027,SPOT::P021,self_drive,road,22.35,1115.54,0.33,AMAP_DISTANCE_API,2028.261,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0965,SPOT::P028,SPOT::P021,self_drive,road,23.666,1170.51,0.33,AMAP_DISTANCE_API,2128.208,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0966,SPOT::P029,SPOT::P021,self_drive,road,14.892,613.32,0.33,AMAP_DISTANCE_API,1115.128,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0967,SPOT::P030,SPOT::P021,self_drive,road,12.607,627.76,0.33,AMAP_DISTANCE_API,1141.382,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0968,SPOT::P031,SPOT::P021,self_drive,road,13.589,658.22,0.33,AMAP_DISTANCE_API,1196.756,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0969,SPOT::P032,SPOT::P021,self_drive,road,10.515,477.82,0.33,AMAP_DISTANCE_API,868.761,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0970,SPOT::P033,SPOT::P021,self_drive,road,11.614,508.99,0.33,AMAP_DISTANCE_API,925.439,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0971,SPOT::P034,SPOT::P021,self_drive,road,10.666,512.97,0.33,AMAP_DISTANCE_API,932.672,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0972,SPOT::P035,SPOT::P021,self_drive,road,5.946,287.5,0.214,AMAP_DISTANCE_API,522.722,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0973,SPOT::P036,SPOT::P021,self_drive,road,5.188,237.17,0.184,AMAP_DISTANCE_API,431.225,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0974,SPOT::P037,SPOT::P021,self_drive,road,20.925,983.73,0.33,AMAP_DISTANCE_API,1788.603,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0975,SPOT::P038,SPOT::P021,self_drive,road,18.206,824.07,0.33,AMAP_DISTANCE_API,1498.303,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0976,SPOT::P039,SPOT::P021,self_drive,road,21.007,984.5,0.33,AMAP_DISTANCE_API,1790.0,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0977,SPOT::P040,SPOT::P021,self_drive,road,21.085,1068.22,0.33,AMAP_DISTANCE_API,1942.224,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0978,SPOT::P001,SPOT::P022,self_drive,road,6.083,296.65,0.22,AMAP_DISTANCE_API,539.369,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0979,SPOT::P002,SPOT::P022,self_drive,road,7.231,351.88,0.253,AMAP_DISTANCE_API,639.777,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0980,SPOT::P003,SPOT::P022,self_drive,road,8.743,418.57,0.33,AMAP_DISTANCE_API,761.032,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0981,SPOT::P004,SPOT::P022,self_drive,road,8.415,406.66,0.326,AMAP_DISTANCE_API,739.374,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0982,SPOT::P005,SPOT::P022,self_drive,road,8.427,404.69,0.325,AMAP_DISTANCE_API,735.8,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0983,SPOT::P006,SPOT::P022,self_drive,road,8.674,408.99,0.328,AMAP_DISTANCE_API,743.627,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0984,SPOT::P007,SPOT::P022,self_drive,road,19.563,1019.93,0.33,AMAP_DISTANCE_API,1854.423,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0985,SPOT::P008,SPOT::P022,self_drive,road,8.438,433.92,0.33,AMAP_DISTANCE_API,788.948,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0986,SPOT::P009,SPOT::P022,self_drive,road,10.717,403.41,0.324,AMAP_DISTANCE_API,733.469,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0987,SPOT::P010,SPOT::P022,self_drive,road,13.402,523.14,0.33,AMAP_DISTANCE_API,951.164,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0988,SPOT::P011,SPOT::P022,self_drive,road,9.132,424.28,0.33,AMAP_DISTANCE_API,771.423,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0989,SPOT::P012,SPOT::P022,self_drive,road,8.491,407.7,0.327,AMAP_DISTANCE_API,741.275,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0990,SPOT::P013,SPOT::P022,self_drive,road,9.077,429.11,0.33,AMAP_DISTANCE_API,780.205,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0991,SPOT::P014,SPOT::P022,self_drive,road,9.235,467.16,0.33,AMAP_DISTANCE_API,849.388,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0992,SPOT::P015,SPOT::P022,self_drive,road,15.408,544.33,0.33,AMAP_DISTANCE_API,989.699,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0993,SPOT::P016,SPOT::P022,self_drive,road,14.698,582.27,0.33,AMAP_DISTANCE_API,1058.673,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0994,SPOT::P017,SPOT::P022,self_drive,road,8.661,448.07,0.33,AMAP_DISTANCE_API,814.666,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0995,SPOT::P018,SPOT::P022,self_drive,road,3.227,94.46,0.097,AMAP_DISTANCE_API,171.742,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0996,SPOT::P019,SPOT::P022,self_drive,road,2.718,85.14,0.092,AMAP_DISTANCE_API,154.806,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0997,SPOT::P020,SPOT::P022,self_drive,road,2.553,78.46,0.088,AMAP_DISTANCE_API,142.653,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0998,SPOT::P021,SPOT::P022,self_drive,road,5.095,186.71,0.153,AMAP_DISTANCE_API,339.479,False,,,,,,,,,spot_to_spot,amap_distance_api
AM0999,SPOT::P023,SPOT::P022,self_drive,road,3.174,132.03,0.12,AMAP_DISTANCE_API,240.058,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1000,SPOT::P024,SPOT::P022,self_drive,road,19.513,1019.24,0.33,AMAP_DISTANCE_API,1853.163,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1001,SPOT::P025,SPOT::P022,self_drive,road,19.5,1018.9,0.33,AMAP_DISTANCE_API,1852.543,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1002,SPOT::P026,SPOT::P022,self_drive,road,19.41,1018.59,0.33,AMAP_DISTANCE_API,1851.979,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1003,SPOT::P027,SPOT::P022,self_drive,road,22.338,1120.21,0.33,AMAP_DISTANCE_API,2036.745,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1004,SPOT::P028,SPOT::P022,self_drive,road,23.689,1175.18,0.33,AMAP_DISTANCE_API,2136.692,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1005,SPOT::P029,SPOT::P022,self_drive,road,14.24,523.4,0.33,AMAP_DISTANCE_API,951.636,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1006,SPOT::P030,SPOT::P022,self_drive,road,12.516,632.43,0.33,AMAP_DISTANCE_API,1149.866,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1007,SPOT::P031,SPOT::P022,self_drive,road,15.563,567.58,0.33,AMAP_DISTANCE_API,1031.957,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1008,SPOT::P032,SPOT::P022,self_drive,road,10.634,482.48,0.33,AMAP_DISTANCE_API,877.245,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1009,SPOT::P033,SPOT::P022,self_drive,road,11.131,419.07,0.33,AMAP_DISTANCE_API,761.947,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1010,SPOT::P034,SPOT::P022,self_drive,road,10.67,517.64,0.33,AMAP_DISTANCE_API,941.156,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1011,SPOT::P035,SPOT::P022,self_drive,road,7.721,386.0,0.274,AMAP_DISTANCE_API,701.827,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1012,SPOT::P036,SPOT::P022,self_drive,road,7.115,352.66,0.254,AMAP_DISTANCE_API,641.201,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1013,SPOT::P037,SPOT::P022,self_drive,road,20.902,988.4,0.33,AMAP_DISTANCE_API,1797.087,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1014,SPOT::P038,SPOT::P022,self_drive,road,18.263,828.73,0.33,AMAP_DISTANCE_API,1506.787,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1015,SPOT::P039,SPOT::P022,self_drive,road,20.983,989.17,0.33,AMAP_DISTANCE_API,1798.484,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1016,SPOT::P040,SPOT::P022,self_drive,road,21.021,1072.89,0.33,AMAP_DISTANCE_API,1950.708,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1017,SPOT::P001,SPOT::P023,self_drive,road,4.878,259.67,0.197,AMAP_DISTANCE_API,472.124,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1018,SPOT::P002,SPOT::P023,self_drive,road,5.36,287.44,0.214,AMAP_DISTANCE_API,522.615,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1019,SPOT::P003,SPOT::P023,self_drive,road,7.072,354.13,0.255,AMAP_DISTANCE_API,643.87,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1020,SPOT::P004,SPOT::P023,self_drive,road,6.735,342.22,0.247,AMAP_DISTANCE_API,622.212,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1021,SPOT::P005,SPOT::P023,self_drive,road,6.753,340.25,0.246,AMAP_DISTANCE_API,618.638,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1022,SPOT::P006,SPOT::P023,self_drive,road,6.987,344.56,0.249,AMAP_DISTANCE_API,626.465,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1023,SPOT::P007,SPOT::P023,self_drive,road,19.764,808.83,0.33,AMAP_DISTANCE_API,1470.602,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1024,SPOT::P008,SPOT::P023,self_drive,road,5.763,304.13,0.224,AMAP_DISTANCE_API,552.969,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1025,SPOT::P009,SPOT::P023,self_drive,road,8.06,273.62,0.246,AMAP_DISTANCE_API,497.49,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1026,SPOT::P010,SPOT::P023,self_drive,road,10.68,393.35,0.318,AMAP_DISTANCE_API,715.185,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1027,SPOT::P011,SPOT::P023,self_drive,road,7.451,359.84,0.258,AMAP_DISTANCE_API,654.261,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1028,SPOT::P012,SPOT::P023,self_drive,road,6.808,343.26,0.248,AMAP_DISTANCE_API,624.113,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1029,SPOT::P013,SPOT::P023,self_drive,road,7.371,364.67,0.261,AMAP_DISTANCE_API,663.043,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1030,SPOT::P014,SPOT::P023,self_drive,road,6.547,337.37,0.244,AMAP_DISTANCE_API,613.409,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1031,SPOT::P015,SPOT::P023,self_drive,road,12.713,414.55,0.33,AMAP_DISTANCE_API,753.72,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1032,SPOT::P016,SPOT::P023,self_drive,road,11.974,452.48,0.33,AMAP_DISTANCE_API,822.694,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1033,SPOT::P017,SPOT::P023,self_drive,road,5.974,318.28,0.233,AMAP_DISTANCE_API,578.687,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1034,SPOT::P018,SPOT::P023,self_drive,road,5.797,212.86,0.169,AMAP_DISTANCE_API,387.011,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1035,SPOT::P019,SPOT::P023,self_drive,road,5.317,203.54,0.163,AMAP_DISTANCE_API,370.075,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1036,SPOT::P020,SPOT::P023,self_drive,road,5.137,196.86,0.159,AMAP_DISTANCE_API,357.922,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1037,SPOT::P021,SPOT::P023,self_drive,road,5.63,254.04,0.194,AMAP_DISTANCE_API,461.893,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1038,SPOT::P022,SPOT::P023,self_drive,road,3.072,131.16,0.119,AMAP_DISTANCE_API,238.465,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1039,SPOT::P024,SPOT::P023,self_drive,road,19.728,808.14,0.33,AMAP_DISTANCE_API,1469.342,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1040,SPOT::P025,SPOT::P023,self_drive,road,19.675,807.8,0.33,AMAP_DISTANCE_API,1468.722,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1041,SPOT::P026,SPOT::P023,self_drive,road,19.635,807.49,0.33,AMAP_DISTANCE_API,1468.158,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1042,SPOT::P027,SPOT::P023,self_drive,road,22.59,909.11,0.33,AMAP_DISTANCE_API,1652.924,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1043,SPOT::P028,SPOT::P023,self_drive,road,23.972,964.08,0.33,AMAP_DISTANCE_API,1752.871,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1044,SPOT::P029,SPOT::P023,self_drive,road,11.569,393.61,0.319,AMAP_DISTANCE_API,715.657,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1045,SPOT::P030,SPOT::P023,self_drive,road,12.671,427.89,0.33,AMAP_DISTANCE_API,777.979,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1046,SPOT::P031,SPOT::P023,self_drive,road,12.884,437.79,0.33,AMAP_DISTANCE_API,795.978,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1047,SPOT::P032,SPOT::P023,self_drive,road,8.787,411.61,0.329,AMAP_DISTANCE_API,748.378,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1048,SPOT::P033,SPOT::P023,self_drive,road,8.467,289.28,0.255,AMAP_DISTANCE_API,525.968,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1049,SPOT::P034,SPOT::P023,self_drive,road,8.928,446.76,0.33,AMAP_DISTANCE_API,812.289,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1050,SPOT::P035,SPOT::P023,self_drive,road,6.635,349.02,0.252,AMAP_DISTANCE_API,634.582,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1051,SPOT::P036,SPOT::P023,self_drive,road,5.891,315.68,0.231,AMAP_DISTANCE_API,573.956,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1052,SPOT::P037,SPOT::P023,self_drive,road,20.854,786.8,0.33,AMAP_DISTANCE_API,1430.538,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1053,SPOT::P038,SPOT::P023,self_drive,road,16.472,757.86,0.33,AMAP_DISTANCE_API,1377.92,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1054,SPOT::P039,SPOT::P023,self_drive,road,20.962,787.56,0.33,AMAP_DISTANCE_API,1431.935,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1055,SPOT::P040,SPOT::P023,self_drive,road,21.239,861.79,0.33,AMAP_DISTANCE_API,1566.887,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1056,SPOT::P001,SPOT::P024,self_drive,road,14.796,763.13,0.33,AMAP_DISTANCE_API,1387.504,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1057,SPOT::P002,SPOT::P024,self_drive,road,14.537,759.67,0.33,AMAP_DISTANCE_API,1381.212,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1058,SPOT::P003,SPOT::P024,self_drive,road,15.708,758.05,0.33,AMAP_DISTANCE_API,1378.279,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1059,SPOT::P004,SPOT::P024,self_drive,road,15.51,747.6,0.33,AMAP_DISTANCE_API,1359.27,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1060,SPOT::P005,SPOT::P024,self_drive,road,15.133,740.7,0.33,AMAP_DISTANCE_API,1346.72,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1061,SPOT::P006,SPOT::P024,self_drive,road,15.305,744.56,0.33,AMAP_DISTANCE_API,1353.737,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1062,SPOT::P007,SPOT::P024,self_drive,road,0.198,1.73,0.041,AMAP_DISTANCE_API,3.154,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1063,SPOT::P008,SPOT::P024,self_drive,road,17.431,783.86,0.33,AMAP_DISTANCE_API,1425.198,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1064,SPOT::P009,SPOT::P024,self_drive,road,13.329,575.07,0.33,AMAP_DISTANCE_API,1045.582,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1065,SPOT::P010,SPOT::P024,self_drive,road,17.053,722.73,0.33,AMAP_DISTANCE_API,1314.063,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1066,SPOT::P011,SPOT::P024,self_drive,road,16.252,761.12,0.33,AMAP_DISTANCE_API,1383.854,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1067,SPOT::P012,SPOT::P024,self_drive,road,15.24,742.82,0.33,AMAP_DISTANCE_API,1350.578,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1068,SPOT::P013,SPOT::P024,self_drive,road,16.127,768.6,0.33,AMAP_DISTANCE_API,1397.452,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1069,SPOT::P014,SPOT::P024,self_drive,road,16.427,748.3,0.33,AMAP_DISTANCE_API,1360.547,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1070,SPOT::P015,SPOT::P024,self_drive,road,19.128,743.93,0.33,AMAP_DISTANCE_API,1352.598,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1071,SPOT::P016,SPOT::P024,self_drive,road,18.396,781.86,0.33,AMAP_DISTANCE_API,1421.572,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1072,SPOT::P017,SPOT::P024,self_drive,road,17.837,803.86,0.33,AMAP_DISTANCE_API,1461.566,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1073,SPOT::P018,SPOT::P024,self_drive,road,22.309,1099.19,0.33,AMAP_DISTANCE_API,1998.519,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1074,SPOT::P019,SPOT::P024,self_drive,road,21.649,1089.87,0.33,AMAP_DISTANCE_API,1981.583,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1075,SPOT::P020,SPOT::P024,self_drive,road,21.489,1083.19,0.33,AMAP_DISTANCE_API,1969.43,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1076,SPOT::P021,SPOT::P024,self_drive,road,19.639,1013.99,0.33,AMAP_DISTANCE_API,1843.621,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1077,SPOT::P022,SPOT::P024,self_drive,road,19.393,1017.49,0.33,AMAP_DISTANCE_API,1849.973,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1078,SPOT::P023,SPOT::P024,self_drive,road,19.486,812.89,0.33,AMAP_DISTANCE_API,1477.99,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1079,SPOT::P025,SPOT::P024,self_drive,road,0.151,1.2,0.041,AMAP_DISTANCE_API,2.175,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1080,SPOT::P026,SPOT::P024,self_drive,road,0.262,2.4,0.041,AMAP_DISTANCE_API,4.372,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1081,SPOT::P027,SPOT::P024,self_drive,road,3.489,100.08,0.101,AMAP_DISTANCE_API,181.958,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1082,SPOT::P028,SPOT::P024,self_drive,road,4.964,155.05,0.134,AMAP_DISTANCE_API,281.905,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1083,SPOT::P029,SPOT::P024,self_drive,road,8.129,421.5,0.33,AMAP_DISTANCE_API,766.365,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1084,SPOT::P030,SPOT::P024,self_drive,road,7.193,389.17,0.276,AMAP_DISTANCE_API,707.584,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1085,SPOT::P031,SPOT::P024,self_drive,road,7.561,383.3,0.272,AMAP_DISTANCE_API,696.908,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1086,SPOT::P032,SPOT::P024,self_drive,road,12.041,601.19,0.33,AMAP_DISTANCE_API,1093.08,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1087,SPOT::P033,SPOT::P024,self_drive,road,11.2,525.46,0.33,AMAP_DISTANCE_API,955.376,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1088,SPOT::P034,SPOT::P024,self_drive,road,12.312,600.56,0.33,AMAP_DISTANCE_API,1091.923,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1089,SPOT::P035,SPOT::P024,self_drive,road,16.702,852.48,0.33,AMAP_DISTANCE_API,1549.962,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1090,SPOT::P036,SPOT::P024,self_drive,road,15.924,819.13,0.33,AMAP_DISTANCE_API,1489.336,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1091,SPOT::P037,SPOT::P024,self_drive,road,5.74,273.45,0.206,AMAP_DISTANCE_API,497.183,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1092,SPOT::P038,SPOT::P024,self_drive,road,10.119,474.71,0.33,AMAP_DISTANCE_API,863.112,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1093,SPOT::P039,SPOT::P024,self_drive,road,5.7,271.34,0.204,AMAP_DISTANCE_API,493.349,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1094,SPOT::P040,SPOT::P024,self_drive,road,2.143,52.76,0.072,AMAP_DISTANCE_API,95.921,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1095,SPOT::P001,SPOT::P025,self_drive,road,14.777,763.1,0.33,AMAP_DISTANCE_API,1387.449,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1096,SPOT::P002,SPOT::P025,self_drive,road,14.518,759.64,0.33,AMAP_DISTANCE_API,1381.157,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1097,SPOT::P003,SPOT::P025,self_drive,road,15.678,758.02,0.33,AMAP_DISTANCE_API,1378.224,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1098,SPOT::P004,SPOT::P025,self_drive,road,15.484,747.57,0.33,AMAP_DISTANCE_API,1359.215,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1099,SPOT::P005,SPOT::P025,self_drive,road,15.11,740.67,0.33,AMAP_DISTANCE_API,1346.665,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1100,SPOT::P006,SPOT::P025,self_drive,road,15.278,744.53,0.33,AMAP_DISTANCE_API,1353.682,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1101,SPOT::P007,SPOT::P025,self_drive,road,0.225,2.05,0.041,AMAP_DISTANCE_API,3.734,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1102,SPOT::P008,SPOT::P025,self_drive,road,17.41,783.83,0.33,AMAP_DISTANCE_API,1425.143,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1103,SPOT::P009,SPOT::P025,self_drive,road,13.3,575.04,0.33,AMAP_DISTANCE_API,1045.527,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1104,SPOT::P010,SPOT::P025,self_drive,road,17.021,722.7,0.33,AMAP_DISTANCE_API,1314.008,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1105,SPOT::P011,SPOT::P025,self_drive,road,16.219,761.09,0.33,AMAP_DISTANCE_API,1383.799,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1106,SPOT::P012,SPOT::P025,self_drive,road,15.214,742.79,0.33,AMAP_DISTANCE_API,1350.523,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1107,SPOT::P013,SPOT::P025,self_drive,road,16.098,768.57,0.33,AMAP_DISTANCE_API,1397.397,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1108,SPOT::P014,SPOT::P025,self_drive,road,16.404,748.27,0.33,AMAP_DISTANCE_API,1360.492,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1109,SPOT::P015,SPOT::P025,self_drive,road,19.107,743.9,0.33,AMAP_DISTANCE_API,1352.543,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1110,SPOT::P016,SPOT::P025,self_drive,road,18.367,781.83,0.33,AMAP_DISTANCE_API,1421.517,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1111,SPOT::P017,SPOT::P025,self_drive,road,17.818,803.83,0.33,AMAP_DISTANCE_API,1461.511,False,,,,,,,,,spot_to_spot,amap_distance_api
AM1112,SPOT::P018,SPOT::P025,self_drive,road,22.296,1099.16,0.33,AMAP_DISTANCE_API,1998.464,False,,,,,,,,,spot_to_spot,amap_distance_api
